Texto	Classificador
Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.	0
Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida	0
Muito linda deu um charme na minha sala.	1
Ótimo atendimento e entrega antes do prazo.	1
Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.	2
Recomendo.	1
As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida	2
preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou	0
Otimo material bem resistente espaçosa 👏👏👏 gostei!	1
Ótimo serviço	1
Prestação de serviços de alta qualidade	1
O produto é de muita baixa qualidade	0
Produto entregue bem embalado ,em perfeitas condições.	1
Demorou mas entregou!	0
A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro	2
Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.	0
De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação.	2
Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .	1
Tapete lindo.Chegou muito antes do prazo.	1
Gostei muito	1
Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!	1
Recebi 1 prancha. Mas falta a outra porque são 2. Falta o pedido 02-645381563	1
Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita.	1
O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo!	1
O produto veio sem nota fiscal, tive que solicitar pelo telefone.	2
O produto não é bom.	2
Muito satisfeito eu recomendo	1
Podem comprar sem medo	1
gosto de comprar nessa loja porque agente ñ precisa avisar da entrega	1
a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta	0
Muito Bom , exelente	1
atendimento eficaz e entrega dentro do prazo	1
Chegou um pouco antes do prazo, isso é bom	1
Gostei demais do travesseiro. É como descrito no site.	1
Super recomendo.entrega e produtos ok.	1
Sem pontualidade não da satisfação ao cliente.	0
Satisfeito com a aquisição e negócio.	1
garantia e manual do usuário.	1
Atendeu as expectativas	1
MUITO BOM, ENCOMENDA CHEGOU CERTINHA	1
meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM	0
Muito bom	2
Produto chegou rapidamente e conforme o anunciado.	1
Produto de baixa qualidade.	0
Produto de qualidade, preço justo, entrega dentro do prazo.	1
me foi enviado o produto errado!	0
Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.	0
Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.	1
tudo ok	1
O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto	2
Produto importado, o meu veio com defeito	0
Produto simples e bonito	1
Gostei muito da agilidade na entrega	1
Ainda não recebi	0
Esperava maior um pouco	1
o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou !	2
Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.	1
Só gostaria de saber o dia correto da entrega .	2
Produtos muito bons!	1
Otimo produto	1
Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...	0
Não foi entregue, a primeira vez que acontece isso.	0
o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.	1
Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.	0
só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.	1
Eu comprei nas lannister, por se tratar de uma loja de confiança, porém ao chegar o produto descobri que o que foi vendido pela marca Targus, era na verdade um produto falsificado, não confio mais	2
Excelente serviço	1
Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.	0
COMPREI UM JOGO DE PANELAS COM 8 PANELAS E UMA PANELA DE PRESSÃO VERMELHO E PANELAS DO TIPO OVAL. RECEBI UM JOGO COM 6 PANELAS E JOGO DE ESPÁTULAS PRETOS. COISA QUE NÃO PEDI. VEIO APENAS UMA FRIDEIRA.	0
comprei num dia e recebi no outro e a mercadoria é excelente!!!	1
Não gostei da qualidade do enchimento das almofadas	0
Conforme já solicitei, preciso fazer a devolução. Ele não foi entregue no prazo que eu precisa. Já solicitei por aqui e já entrei em contato com o vendedor. Estou no aguardo para fazer a devolução.	1
GOSTAEI DA RAPIDEZ DA ENTREGA	1
Quero saber dos demais produtos eram 3 itens	0
Parabéns	1
Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.	0
Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao!	1
Não recebi o produto	0
Comprei 2(dois) produtos iguais e tive que pagar 2(dois) fretes. A Empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete. Produto entregue em perfeitas condições. Ótimo produto.	1
Ótimo produto!	1
Produto de qualidade, entrega muito demorada	2
Entrega muita rápida e produto em ótimo estado.	1
Gostaria de saber se o produto mudou de embalagem. Pois comprei a embalagem vermelha e recebi outra embalagem toda florida. Preciso saber se é o mesmo produto.	1
Lavabo bem bonito e igual a descrição, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.	1
produto entregue totalmente diferente do comprado	0
Ótimo em TDS os aspectos	1
Ainda estou aguardando	0
Aida nao recebi o produto	1
Recebi antes da data prometida. Recomendo esta loja.	1
Demorou quase trinta dias .tempo demais	1
Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus	0
Gostei muito	1
Bom	1
Boa tarde!	0
ate agora tudo perfeito, produto e entrega no prazo	1
Comprei 2 relógios, mas só foi entregue 1	0
produto ok, recebido dentro do prazo, bem antes do previsto.	1
A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado.	0
Tudo ok.	1
Ótimo produto! Recomendo!	1
ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS	0
bom	1
O produto chegou conforme anunciado. Gostei.	1
Dentro do prazo e informacoes do encaminhamento do produto de forma clara	1
Excelente. Recomendo.	1
O produto enteque veio Errado	0
NÃO RECEBI O PRODUTO, O PRODUTO CONSTA COMO ENVIADO PARA O CORREIO DE RIBEIRÃO PRETO. O CORREIO NÃO RECEBEU O PRODUTO. ENVIE VARIAS MENSAGEM PARA A targaryen E NÃO OBTIVE. ESTA targaryen ESTA SUJANDO SEU NOME	0
Gostei	1
O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo.	0
Então conprei gostei mas nao e tudo isso nao achei q seria melhor	0
Loja de confiança chegou no praso	1
amei o produto, super fácil de manusear e a lannister está de PARABÉNS, pois chegou BEM ANTES do prazo.	1
Super recomendo os produtos são lindos!!😍😍	1
Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.	0
Motor ótimo, só não vem as cremalheiras junto!	2
Gostei muito do produto. Entrega muito rápida.	1
Excelente produto e a entrega chegou antes do prazo previsto!!! Ótimo	1
produto chegou antes do prazo estabelecido.	1
Excelente chegou antes do combinado, parabéns!	1
Gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou 90% fos meus cabelos mais acho que da segunda vez ficara super liso.	1
Entregou antes do prazo estipulado. ÓTIMO. Por isso que sempre compro no site.	1
APESAR DE NÃO TER UM BOM ACABAMENTO, O PRODUTO É BEM FUNCIONAL.	1
Entrega perfeita, até antes do prazo. produto em perfeito estado e de ótima qualidade.	1
aaa	1
Ótimo produto	1
Veio certinho e super rápido! Amei meu lustre gente!!!!	1
Bonito, bom e chegou rápido	1
Recebi apenas 1 detector de metal e a compra foram de 2 unidades. Como podemos resolver isso?	0
Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.	0
Satisfeito	1
Chegou dentro do prazo. Muito bonito. Valeu.	1
Muito bom recomendo	1
otimi produto entrega excelente	1
legal. tudo certo. entrega rapida	1
Comprei dois pares de aliança e chegou apenas duas unidades masculinas em minha casa!	0
Acho que deveriam mudar o modo de entrega, pois os Correios deixam muito a desejar. Vieram uma única vez entregar meu produto e foi um domingo à tarde e mandaram de volta pro remetente o produto.	0
ACHO QUE DEVERIA NOS ENFORMAR MAIS RAPIDO ONDE ESTA O PRODUTO	2
Amei....	1
Eu recebi desta loja apenas dois pendentes. Paguei o boleto antecipado e um produto não veio: Trata-se de um Pendente Em Alumínio Meia Bola Medio Escovado no valor de R$ 90 . Quero $ de volta.	0
Vcs tá deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autorização	0
Produto entregue antes do prazo. Bom custo benefício.	1
Não recebi uma outra encomenda dessa loja.estou esperando eles me enviarem as duas proteínas de 2kg...	0
Além de ñ cumprir com o prometido no caso aentrega a loja ainda dá esclarecimento errado informado que o endereço está errado	0
O produto foi entregue antes do prazo. E aprovado!	1
Fiz uma.compra de dois porém os dois tem o mesmo código e só veio um comprei uma colcha que chegou certinho mas não veio a saia da cama box	0
Chegou bem antes do prazo determinado, e tudo certinho amei o produto e super recomendo.	1
atendeu as expectivas	1
Compro por que confio, minhas comprar sempre chegaram no prazo e até antes dele, nunca tive problemas eu recomendo.	1
rapidez na entrega.	2
Mercadoria conforme foi pedido. Chegou antes do prazo. Recomendo!	1
mas esta demorando muito desta vez.	0
Produto entregue, para os leigos como eu: as peças vêm desmontadas e devemos montar, algumas, tal qual a biciclieta, necessitam de cola para permanecer de pé: melhor opção é a cola madeira.	1
Prazo esgotado. Produto ainda não entregue	0
Bom, a resma chegou muitobem embalada, dentro do prazo e afora vamos testar para verificar a qualidade do papel.	1
Produto correto e entregue no prazo conforme acordado. Eu recomendo.	1
Super recomendo	1
Parabéns a loja lannister e o parceiro meu produto veio bem embalado e ele é mto lindo e grande do jeito que eu queria .	1
Recebi apenas 1 perfume (perfume H2O). O perfume Ototemo NÃO recebi ainda. Estou preocupada pois no pedido consta que recebi dois perfumes!!!	0
Maravilhosa	1
O produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. Muito bonitinha, mas frágil. Tentei realizar a troca pelo site e não consegui.	0
ainda nao recebi e a ultima informacao sobre p produto e do dia 08/12/2017.	0
O película de vidro veio com defeito e não estou conseguindo resolver o problema.	0
Ainda falta a capa	1
Eu adorei muito.	2
Bom	2
Entrega foi rapida sobre o perfume é bom mas ja tive melhores mas pelo valor vale a pena	1
Minha mercadoria era para levar mais ou menos 20 dias para chegar, demorou quase dois meses!!!!!	2
Ótimo produto, estou satisfeito com minha compra	1
O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!	0
Só veio uma capa comprei 3 aí paguei. Mais de 100 reais por uma capa	0
veio no prazo e funcionando muito bem.	1
Não é original, infelizmente o pós vendas da stark é extremamente ruim, pois já entrei em contato e até agora nada, aí consegui ligar para o fornecedor parceiro que já devolveu o dinheiro.	0
maravilhoso	1
Entrega rápida e pedido entregue conforme solicitado. Recomendo.	1
Já entrei em contato com a lannister pelo telefone e eles me falam q vai mandar o link direto com o parceiro pra eu saber detalhes da entrega da conta e esse link n veio. Péssimo suporte ao cliente	0
CUMPRIRAM...	1
Apesar do tamanho a escova é leve e de fácil manuseio	2
Muito frágil, mas funciona certinho.	1
Comunicação e respeito com o consumidor. É raro,comprar aqui sempre	1
Não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta.	0
Estou muito satisfeita, a rapidez que chegou o produto , bem antes do previsto	1
Melhor fantasia da vida	1
Loja eficiente,entrega correta e antes do prazo.	1
ótima	1
Eu recomendaria essa loja. Chegou dentro do prazo. E ótima mercadoria	1
Recebi a jarra da Cafeteria mas a mesma não é o modelo que comprei. Eu comprei a jarra da cafeteira Electrolux CMM20 e a que recebi não é desse modelo da Cafeteria.	0
adorei veio certinho muito obrigado	1
Entrega feita e o produto é o que eu queria, muito bom!!	1
